,Cómo leer esta validación,Unnamed: 1,Unnamed: 2
0,,,
1,Elemento,Definición,Interpretación
2,Baseline greedy,El modelo elige top-1 en cada paso.,Los 20 problemas incluidos fallaron con este baseline.
3,Rama top-2,"Se mantiene el prefijo, se fuerza top-2 en una posición y se continúa greedy.",Una rama PASS constituye una recuperación local contrafactual.
4,Lookahead,Continuación corta de 12 tokens para todas las posiciones elegibles.,Sirve para ordenar; no determina por sí mismo si el programa pasa.
5,Presupuesto k,Cantidad máxima de ramas completas por problema.,Todos los selectores se comparan con el mismo k.
6,Problema recuperado,Al menos una rama seleccionada pasó los tests base.,Es la métrica primaria por problema.
7,Precisión de rama,Ramas PASS / ramas nominales seleccionadas.,"Mide densidad de ramas útiles, no cobertura del oracle."
8,No evaluada completa,La posición tiene lookahead pero no rama completa.,No debe interpretarse como FAIL.
9,Límite,No se completaron todas las 1.649 posiciones ni se ejecutó HumanEval+.,Todavía no conocemos el oracle exhaustivo ni la robustez reforzada.
10,,,
11,Fuentes reproducibles,,
12,Archivo,Contenido,Ruta de origen
13,validation_report.json,Configuración y resultados agregados,frozen_selector_validation_checkpoint (1).zip
14,branches.jsonl,255 ramas completas únicas,frozen_selector_validation_checkpoint (1).zip
15,lookaheads.jsonl,1.649 posiciones con continuación corta,frozen_selector_validation_checkpoint (1).zip
,Validación de branching adaptativo — 20 problemas,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
0,Qwen2.5-Coder-7B · HumanEval/26 excluido por desarrollo · tests base de HumanEval,,,,,,,,,Selector,Problemas recuperados,
1,,,,,,,,,,Semántico,10,
2,Problemas,,Lookaheads cortos,,Ramas completas,,Posiciones sin rama completa,,,Entropía,10,
3,20,,1649,,255,,1394,,,Margen,10,
4,,,,,,,,,,Aleatorio,6,
5,,,,,,,,,,,,
6,Selector,Problemas recuperados,Tasa,Ramas PASS,Ramas nominales,Precisión de rama,Brecha vs random,Lectura,,,,
7,Semántico,10,0.5,15,100,0.15,4,"Complementario, pero no superior a entropía",,,,
8,Entropía,10,0.5,21,100,0.21,4,Mejor con presupuestos pequeños,,,,
9,Margen,10,0.5,21,100,0.21,4,Casi redundante con entropía,,,,
10,Aleatorio,6,0.3,7,100,0.07,0,Control de referencia,,,,
11,,,,,,,,,,,,
12,,,,,,,,,,,,
13,Conclusión defendible,,,,,,,,,,,
14,"Cambiar una decisión top-1 por top-2 recuperó 10 de 20 problemas con cinco ramas. El selector semántico superó al control aleatorio, pero empató con entropía y margen. Su valor potencial es aportar trayectorias diferentes para una política híbrida.",,,,,,,,,,,
15,,,,,,,,,,,,
16,,,,,,,,,,,,
17,,,,,,,,,,,,
18,,,,,,,,,,Selector,PASS,FAIL
19,,,,,,,,,,Semántico,15,85
20,,,,,,,,,,Entropía,21,79
21,,,,,,,,,,Margen,21,79
22,,,,,,,,,,Aleatorio,7,93
,task_id,selector,rank,position,branch_passed,recovered_within_k,Unnamed: 6,Ramas permitidas,Semántico,Entropía,Margen,Aleatorio,Unnamed: 12,Ramas permitidas.1,Semántico.1,Entropía.1,Margen.1,Aleatorio.1,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
71,HumanEval/140,3,(text, text,0.00011155202082591131,0.9999909735762458,0.4761904761904762,0,1,0,0,0,1.1300787790000868,SyntaxError: unmatched ')' at line 1,"def fix_spaces text):
    return text.replace('   ', '-').replace(' ', '_')"
72,HumanEval/140,2,_spaces, Spaces,3.408280463190749e-05,0.999997141914946,0.42857142857142855,0,0,0,0,1,1.198546517000068,SyntaxError: expected '(' at line 1,"def fix Spaces(text):
    return text.replace(""   "", ""-"").replace("" "", ""_"")"
73,HumanEval/140,7, '-, text,1.594233751296997,0.14157423377037048,0.6904761904761904,1,1,1,1,1,0.87577963800004,,"def fix_spaces(text):
    return text.replace('   ', '-').replace(' ', '_')"
74,HumanEval/140,6, return, result,1.3612921237945557,0.3769308775663376,0.9285714285714285,1,1,1,1,1,7.5331457160000355,,"def fix_spaces(text):
    result = []
    consecutive_spaces = 0

    for char in text:
        if char == "" "":
            consecutive_spaces += 1
        else:
            if consecutive_spaces > 2:
                result.append('-')
            elif consecutive_spaces > 0:
                result.extend(['_'] * consecutive_spaces)
            result.append(char)
            consecutive_spaces = 0

    if consecutive_spaces > 2:
        result.append('-')
    elif consecutive_spaces > 0:
        result.extend(['_'] * consecutive_spaces)

    return ''.join(result)"
75,HumanEval/141,2,"
","

",0.0016054859152063727,0.9997290928367875,0.5833333333333334,0,0,0,0,1,0.2833150200003729,"Traceback (most recent call last):
  File ""/tmp/tmpxse8bzj_/candidate.py"", line 51, in <module>
    check(file_name_check)
          ^^^^^^^^^^^^^^^
NameError: name 'file_name_check' is not defined","```python

```"
76,HumanEval/141,19,a,A,0.015238826163113117,0.9957628606352955,0.32098765432098764,0,0,0,0,1,3.4790170140004193,"Traceback (most recent call last):
  File ""/tmp/tmpwjktisd1/candidate.py"", line 55, in <module>
    check(file_name_check)
  File ""/tmp/tmpwjktisd1/candidate.py"", line 27, in check
    assert candidate('His12FILE94.exe') == 'No'
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","```python
import re

def file_name_check(file_name):
    pattern = r'^[A-Za-z][A-Za-z0-9]{0,}(\d{0,3})\.(txt|exe|dll)$'
    return 'Yes' if re.match(pattern, file_name) else 'No'
```"
77,HumanEval/141,22,][,]+,0.09344783425331116,0.9709355598315597,0.8024691358024691,0,0,0,0,1,2.9552076540003327,"Traceback (most recent call last):
  File ""/tmp/tmpudgmco5t/candidate.py"", line 55, in <module>
    check(file_name_check)
  File ""/tmp/tmpudgmco5t/candidate.py"", line 26, in check
    assert candidate('MY16FILE3.exe') == 'Yes'
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","```python
import re

def file_name_check(file_name):
    pattern = r'^[a-zA-Z]+[a-zA-Z0-9]{0,2}\.[txt|exe|dll]{3}$'
    return 'Yes' if re.match(pattern, file_name) else 'No'
```"
78,HumanEval/141,16, r, re,0.3036271035671234,0.8220731317996979,0.7283950617283951,0,0,0,1,0,3.281489323000642,"Traceback (most recent call last):
  File ""/tmp/tmpt6dcxy6_/candidate.py"", line 55, in <module>
    check(file_name_check)
  File ""/tmp/tmpt6dcxy6_/candidate.py"", line 22, in check
    assert candidate(""example.txt"") == 'Yes'
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","```python
import re

def file_name_check(file_name):
    pattern = re.compile(r'^[a-zA-Z][a-zA-Z0-9]{0,2}\.[txt|exe|dll]{3}$')
    return 'Yes' if pattern.match(file_name) else 'No'
```"
79,HumanEval/141,32,},2,1.0137059688568115,0.01433718204498291,0.7685185185185185,0,0,1,1,0,2.2183638850001444,"Traceback (most recent call last):
  File ""/tmp/tmprtwij9p6/candidate.py"", line 55, in <module>
    check(file_name_check)
  File ""/tmp/tmprtwij9p6/candidate.py"", line 22, in check
    assert candidate(""example.txt"") == 'Yes'
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","```python
import re

def file_name_check(file_name):
    pattern = r'^[a-zA-Z][a-zA-Z0-9]{0,2}\.[txt|exe|dll]{3}$'
    return 'Yes' if re.match(pattern, file_name) else 'No'
```"
80,HumanEval/141,31,",",-,2.097497599606868e-05,0.9999985343304445,0.8518518518518517,0,1,0,0,0,2.2710243559995433,"Traceback (most recent call last):
  File ""/tmp/tmpodj9kxv7/candidate.py"", line 55, in <module>
    check(file_name_check)
  File ""/tmp/tmpodj9kxv7/candidate.py"", line 22, in check
    assert candidate(""example.txt"") == 'Yes'
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","```python
import re

def file_name_check(file_name):
    pattern = r'^[a-zA-Z][a-zA-Z0-9]{0-2}\.[txt|exe|dll]{3}$'
    return 'Yes' if re.match(pattern, file_name) else 'No'
```"
81,HumanEval/141,23,a,^\,0.516140341758728,0.7943364456295967,0.7623456790123457,0,0,1,1,0,2.967069184999673,"Traceback (most recent call last):
  File ""/tmp/tmpno5pt5v1/candidate.py"", line 55, in <module>
    check(file_name_check)
  File ""/tmp/tmpno5pt5v1/candidate.py"", line 26, in check
    assert candidate('MY16FILE3.exe') == 'Yes'
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","```python
import re

def file_name_check(file_name):
    pattern = r'^[a-zA-Z][^\d]*\d{0,3}[^\d]*\.(txt|exe|dll)$'
    return 'Yes' if re.match(pattern, file_name) else 'No'
```"
82,HumanEval/141,37,",",-,3.6063152037968393e-06,0.9999997783262629,0.31790123456790126,0,0,0,0,1,2.2712669649999953,"Traceback (most recent call last):
  File ""/tmp/tmphvddw9hu/candidate.py"", line 55, in <module>
    check(file_name_check)
  File ""/tmp/tmphvddw9hu/candidate.py"", line 22, in check
    assert candidate(""example.txt"") == 'Yes'
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","```python
import re

def file_name_check(file_name):
    pattern = r'^[a-zA-Z][a-zA-Z0-9]{0,}(\d{0-3})\.(txt|exe|dll)$'
    return 'Yes' if re.match(pattern, file_name) else 'No'
```"
83,HumanEval/141,39,}),}\,0.06761220842599869,0.984705001115799,0.8549382716049383,0,1,0,0,0,3.023234723999849,"Traceback (most recent call last):
  File ""/tmp/tmpfd8nfd8e/candidate.py"", line 55, in <module>
    check(file_name_check)
  File ""/tmp/tmpfd8nfd8e/candidate.py"", line 22, in check
    assert candidate(""example.txt"") == 'Yes'
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","```python
import re

def file_name_check(file_name):
    pattern = r'^[a-zA-Z][a-zA-Z0-9]{0,}(\d{0,3}\.)[a-zA-Z0-9]{0,}(\.(txt|exe|dll))$'
    return 'Yes' if re.match(pattern, file_name) else 'No'
```"
84,HumanEval/141,26,0,]*,0.09585057944059372,0.9673058157786727,0.8580246913580246,0,1,0,0,0,2.74527952400058,"Traceback (most recent call last):
  File ""/tmp/tmpeu52dodq/candidate.py"", line 55, in <module>
    check(file_name_check)
  File ""/tmp/tmpeu52dodq/candidate.py"", line 26, in check
    assert candidate('MY16FILE3.exe') == 'Yes'
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","```python
import re

def file_name_check(file_name):
    pattern = r'^[a-zA-Z][a-zA-Z]*[0-9]{0,3}\.[txt|exe|dll]{3}$'
    return 'Yes' if re.match(pattern, file_name) else 'No'
```"
85,HumanEval/141,34,d,.[,0.504072368144989,0.6613281071186066,0.8703703703703702,0,1,1,1,0,5.312735470999542,"Traceback (most recent call last):
  File ""/tmp/tmpaum08jgj/candidate.py"", line 59, in <module>
    check(file_name_check)
  File ""/tmp/tmpaum08jgj/candidate.py"", line 36, in check
    assert candidate('this_is_valid.txt') == 'Yes'
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","```python
import re

def file_name_check(file_name):
    pattern = r'^[a-zA-Z][a-zA-Z0-9]{0,}(\.[a-zA-Z0-9]{0,3})?$'
    if re.match(pattern, file_name):
        name, ext = file_name.rsplit('.', 1)
        if ext in ['txt', 'exe', 'dll'] and len(re.findall(r'\d', file_name)) <= 3:
            return 'Yes'
    return 'No'
```"
86,HumanEval/141,44,exe,dll,0.00038060988299548626,0.9999532580513915,0.20370370370370372,0,0,0,0,1,1.8062400489998254,"Traceback (most recent call last):
  File ""/tmp/tmp01zu77ru/candidate.py"", line 55, in <module>
    check(file_name_check)
  File ""/tmp/tmp01zu77ru/candidate.py"", line 27, in check
    assert candidate('His12FILE94.exe') == 'No'
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","```python
import re

def file_name_check(file_name):
    pattern = r'^[a-zA-Z][a-zA-Z0-9]{0,}(\d{0,3})\.(txt|dll|exe)$'
    return 'Yes' if re.match(pattern, file_name) else 'No'
```"
87,HumanEval/141,14, pattern, if,0.4230102300643921,0.8782976008951664,0.8271604938271605,1,1,1,0,0,6.109157228000186,,"```python
import re

def file_name_check(file_name):
    if len(re.findall(r'\d', file_name)) > 3:
        return 'No'
    if file_name.count('.') != 1:
        return 'No'
    name, ext = file_name.split('.')
    if not name or not name[0].isalpha():
        return 'No'
    if ext not in ['txt', 'exe', 'dll']:
        return 'No'
    return 'Yes'
```"
88,HumanEval/141,3,import,def,0.6930997371673584,0.07794487476348877,0.5802469135802469,1,0,1,1,0,6.935557822000192,,"```python
def file_name_check(file_name):
    parts = file_name.split('.')
    if len(parts) != 2:
        return 'No'
    name, ext = parts
    if not name or not name[0].isalpha():
        return 'No'
    if not ext in ['txt', 'exe', 'dll']:
        return 'No'
    if len([c for c in name if c.isdigit()]) > 3:
        return 'No'
    return 'Yes'
```"
89,HumanEval/142,28, ,0,8.82736458152067e-06,0.9999993242840617,0.5070921985815603,0,0,0,0,1,2.2215535019995514,"Traceback (most recent call last):
  File ""/tmp/tmpxrmfv548/candidate.py"", line 42, in <module>
    check(sum_squares)
  File ""/tmp/tmpxrmfv548/candidate.py"", line 26, in check
    assert candidate([1,2,3]) == 6
           ^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","def sum_squares(lst):
    total = 0
    for i, num in enumerate(lst):
        if i % 3 ==0:
            total += num ** 2
        elif i % 4 == 0:
            total += num ** 3
    return total"
90,HumanEval/142,13, for, n,0.0011822199448943138,0.9998646306994488,0.8581560283687942,0,1,0,0,0,3.8181742489996395,"Traceback (most recent call last):
  File ""/tmp/tmpo2r5nwr7/candidate.py"", line 43, in <module>
    check(sum_squares)
  File ""/tmp/tmpo2r5nwr7/candidate.py"", line 27, in check
    assert candidate([1,2,3]) == 6
           ^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","def sum_squares(lst):
    total = 0
    n = len(lst)
    for i in range(n):
        if i % 3 == 0:
            total += lst[i] ** 2
        elif i % 4 == 0:
            total += lst[i] ** 3
    return total"
91,HumanEval/142,23, i, (,0.002116189105436206,0.9995929230208276,0.7624113475177307,0,1,0,0,1,3.829147518999889,"Traceback (most recent call last):
  File ""/tmp/tmpdkahxwnk/candidate.py"", line 44, in <module>
    check(sum_squares)
  File ""/tmp/tmpdkahxwnk/candidate.py"", line 28, in check
    assert candidate([1,2,3]) == 6
           ^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","def sum_squares(lst):
    total = 0
    for i, num in enumerate(lst):
        if (i + 1) % 3 == 0:
            total += num ** 2
        elif (i + 1) % 4 == 0:
            total += num ** 3
        else:
            total += num
    return total"
92,HumanEval/142,16, num, x,0.7621414065361023,0.3296615481376648,0.11702127659574468,0,0,1,1,0,3.0850257290003356,"Traceback (most recent call last):
  File ""/tmp/tmpdf59l6ck/candidate.py"", line 42, in <module>
    check(sum_squares)
  File ""/tmp/tmpdf59l6ck/candidate.py"", line 26, in check
    assert candidate([1,2,3]) == 6
           ^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","def sum_squares(lst):
    total = 0
    for i, x in enumerate(lst):
        if i % 3 == 0:
            total += x ** 2
        elif i % 4 == 0:
            total += x ** 3
    return total"
93,HumanEval/142,29,0,3,0.00017352501163259149,0.9999803627983965,0.3191489361702128,0,0,0,0,1,2.7755524320000404,"Traceback (most recent call last):
  File ""/tmp/tmpa1bgtg9o/candidate.py"", line 44, in <module>
    check(sum_squares)
  File ""/tmp/tmpa1bgtg9o/candidate.py"", line 32, in check
    assert candidate([-1,-1,-1,-1,-1,-1,-1,-1,-1]) == -3
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","def sum_squares(lst):
    total = 0
    for i, num in enumerate(lst):
        if i % 3 == 3:
            total += num ** 2
        elif i % 4 == 0:
            total += num ** 3
        else:
            total += num
    return total"
94,HumanEval/142,30,":
", and,0.022099025547504425,0.9935972259845585,0.7092198581560284,0,0,0,0,1,3.2475459970000884,"Traceback (most recent call last):
  File ""/tmp/tmp9xqepr8l/candidate.py"", line 44, in <module>
    check(sum_squares)
  File ""/tmp/tmp9xqepr8l/candidate.py"", line 32, in check
    assert candidate([-1,-1,-1,-1,-1,-1,-1,-1,-1]) == -3
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","def sum_squares(lst):
    total = 0
    for i, num in enumerate(lst):
        if i % 3 == 0 and i % 4 != 0:
            total += num ** 2
        elif i % 4 == 0:
            total += num ** 3
        else:
            total += num
    return total"
95,HumanEval/142,15,",", in,0.12026704102754593,0.9487846046686172,0.8191489361702128,0,1,0,0,0,3.343789808999645,"Traceback (most recent call last):
  File ""/tmp/tmp70pnoq5b/candidate.py"", line 42, in <module>
    check(sum_squares)
  File ""/tmp/tmp70pnoq5b/candidate.py"", line 26, in check
    assert candidate([1,2,3]) == 6
           ^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","def sum_squares(lst):
    total = 0
    for i in range(len(lst)):
        if i % 3 == 0:
            total += lst[i] ** 2
        elif i % 4 == 0:
            total += lst[i] ** 3
    return total"
96,HumanEval/142,14, i, index,0.24991118907928467,0.8845273368060589,0.2092198581560284,0,0,1,1,0,3.212826789000246,"Traceback (most recent call last):
  File ""/tmp/tmp32q_vz8b/candidate.py"", line 42, in <module>
    check(sum_squares)
  File ""/tmp/tmp32q_vz8b/candidate.py"", line 26, in check
    assert candidate([1,2,3]) == 6
           ^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","def sum_squares(lst):
    total = 0
    for index, value in enumerate(lst):
        if index % 3 == 0:
            total += value ** 2
        elif index % 4 == 0:
            total += value ** 3
    return total"
97,HumanEval/142,18, enumerate,enumerate,2.4355567802558653e-05,0.9999968569899238,0.11702127659574468,0,0,0,0,1,3.490430663000552,SyntaxError: invalid syntax at line 3,"def sum_squares(lst):
    total = 0
    for i, num inenumerate(lst):
        if i % 3 == 0:
            total += num ** 2
        elif i % 4 == 0:
            total += num ** 3
        else:
            total += num
    return total"
98,HumanEval/142,48,":
", and,0.14254076778888702,0.9357579238712788,0.6950354609929078,1,0,1,1,0,2.056500584000787,,"def sum_squares(lst):
    total = 0
    for i, num in enumerate(lst):
        if i % 3 == 0:
            total += num ** 2
        elif i % 4 == 0 and i % 3 != 0:
            total += num ** 3
        else:
            total += num
    return total"
99,HumanEval/142,7, total, return,1.1614816188812256,0.1613261103630066,0.9113475177304964,1,1,1,1,0,2.451197731999855,,"def sum_squares(lst):
    return sum(x**2 if i % 3 == 0 else x**3 if i % 4 == 0 else x for i, x in enumerate(lst))"
100,HumanEval/142,6,   , ,0.007248640060424805,0.9987178890150972,0.9042553191489362,1,1,0,0,0,2.501853429000221,,"def sum_squares(lst):
  return sum(x**2 if i % 3 == 0 else x**3 if i % 4 == 0 else x for i, x in enumerate(lst))"
101,HumanEval/142,8, =,_sum,0.25510284304618835,0.8641756922006607,0.6843971631205674,1,0,1,1,0,4.470511941000041,,"def sum_squares(lst):
    total_sum = 0
    for i, num in enumerate(lst):
        if i % 3 == 0:
            total_sum += num ** 2
        elif i % 4 == 0:
            total_sum += num ** 3
        else:
            total_sum += num
    return total_sum"
102,HumanEval/145,16,sum,abs,0.02880607545375824,0.9919684864580631,0.7543859649122807,0,1,0,0,0,0.5671571210004913,"Traceback (most recent call last):
  File ""/tmp/tmpzi3zf73o/candidate.py"", line 31, in <module>
    check(order_by_points)
  File ""/tmp/tmpzi3zf73o/candidate.py"", line 19, in check
    assert candidate([1, 11, -1, -11, -12]) == [-1, -11, 1, -12, 11]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","def order_by_points(nums):
    return sorted(nums, key=lambda x: (abs(x), nums.index(x)))"
103,HumanEval/145,17,(int,(map,0.25521594285964966,0.908183004707098,0.5789473684210527,0,0,1,1,0,0.8316007489993353,"Traceback (most recent call last):
  File ""/tmp/tmpx2g5qsrs/candidate.py"", line 31, in <module>
    check(order_by_points)
  File ""/tmp/tmpx2g5qsrs/candidate.py"", line 19, in check
    assert candidate([1, 11, -1, -11, -12]) == [-1, -11, 1, -12, 11]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","def order_by_points(nums):
    return sorted(nums, key=lambda x: (sum(map(int, str(abs(x)))), nums.index(x)))"
104,HumanEval/145,21, for, if,0.0016477619064971805,0.9997277048823889,0.7280701754385964,0,1,0,0,0,1.305145490000541,"Traceback (most recent call last):
  File ""/tmp/tmpx0mfull8/candidate.py"", line 31, in <module>
    check(order_by_points)
  File ""/tmp/tmpx0mfull8/candidate.py"", line 19, in check
    assert candidate([1, 11, -1, -11, -12]) == [-1, -11, 1, -12, 11]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","def order_by_points(nums):
    return sorted(nums, key=lambda x: (sum(int(digit) if digit != '-' else 0 for digit in str(abs(x))), nums.index(x)))"
105,HumanEval/145,19,igit,),0.3878879249095917,0.7472294270992279,0.5526315789473685,0,0,1,1,0,0.9025822619996688,"Traceback (most recent call last):
  File ""/tmp/tmpqr0p0q_x/candidate.py"", line 31, in <module>
    check(order_by_points)
  File ""/tmp/tmpqr0p0q_x/candidate.py"", line 19, in check
    assert candidate([1, 11, -1, -11, -12]) == [-1, -11, 1, -12, 11]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","def order_by_points(nums):
    return sorted(nums, key=lambda x: (sum(int(d) for d in str(abs(x))), nums.index(x)))"
106,HumanEval/145,7, return, def,0.21889571845531464,0.9343720693141222,0.6754385964912281,0,1,1,1,1,2.5407025750000685,"Traceback (most recent call last):
  File ""/tmp/tmpmspg6c7k/candidate.py"", line 33, in <module>
    check(order_by_points)
  File ""/tmp/tmpmspg6c7k/candidate.py"", line 21, in check
    assert candidate([1, 11, -1, -11, -12]) == [-1, -11, 1, -12, 11]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","def order_by_points(nums):
    def digit_sum(n):
        return sum(int(digit) for digit in str(abs(n)))
    return sorted(nums, key=lambda x: (digit_sum(x), nums.index(x)))"
107,HumanEval/145,2,_by,_BY,7.12473556632176e-05,0.9999948505445673,0.2982456140350877,0,0,0,0,1,2.081687115999557,"Traceback (most recent call last):
  File ""/tmp/tmpi9igf31u/candidate.py"", line 31, in <module>
    check(order_by_points)
          ^^^^^^^^^^^^^^^
NameError: name 'order_by_points' is not defined. Did you mean: 'order_BY_points'?","def order_BY_points(nums):
    return sorted(nums, key=lambda x: (sum(int(digit) for digit in str(abs(x))), nums.index(x)))"
108,HumanEval/145,15, (, sum,0.032868046313524246,0.9900329080410302,0.5526315789473685,0,0,0,1,0,0.8935873330001414,"Traceback (most recent call last):
  File ""/tmp/tmpcwwl_3f3/candidate.py"", line 31, in <module>
    check(order_by_points)
  File ""/tmp/tmpcwwl_3f3/candidate.py"", line 19, in check
    assert candidate([1, 11, -1, -11, -12]) == [-1, -11, 1, -12, 11]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","def order_by_points(nums):
    return sorted(nums, key=lambda x: sum(int(digit) for digit in str(abs(x))))"
109,HumanEval/145,13, x, num,0.07592148333787918,0.9782989146187901,0.11403508771929827,0,0,1,1,0,1.3534971850003785,"Traceback (most recent call last):
  File ""/tmp/tmp9qzsr98k/candidate.py"", line 31, in <module>
    check(order_by_points)
  File ""/tmp/tmp9qzsr98k/candidate.py"", line 19, in check
    assert candidate([1, 11, -1, -11, -12]) == [-1, -11, 1, -12, 11]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","def order_by_points(nums):
    return sorted(nums, key=lambda num: (sum(int(digit) for digit in str(abs(num))), nums.index(num)))"
110,HumanEval/145,18,(d,(i,0.04796181246638298,0.9909405501093715,0.6666666666666666,0,1,1,0,0,0.9661457929996686,"Traceback (most recent call last):
  File ""/tmp/tmp7vurk9n3/candidate.py"", line 31, in <module>
    check(order_by_points)
  File ""/tmp/tmp7vurk9n3/candidate.py"", line 19, in check
    assert candidate([1, 11, -1, -11, -12]) == [-1, -11, 1, -12, 11]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","def order_by_points(nums):
    return sorted(nums, key=lambda x: (sum(int(i) for i in str(abs(x))), nums.index(x)))"
111,HumanEval/145,6,   , ,0.004453497938811779,0.9992984939308371,0.07894736842105265,0,0,0,0,1,1.8105135710002287,"Traceback (most recent call last):
  File ""/tmp/tmp70ymfl_f/candidate.py"", line 31, in <module>
    check(order_by_points)
  File ""/tmp/tmp70ymfl_f/candidate.py"", line 19, in check
    assert candidate([1, 11, -1, -11, -12]) == [-1, -11, 1, -12, 11]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","def order_by_points(nums):
  return sorted(nums, key=lambda x: (sum(int(digit) for digit in str(abs(x))), nums.index(x)))"
112,HumanEval/145,3,_points,_digits,0.00013357830175664276,0.9999883059065269,0.2982456140350877,0,0,0,0,1,2.0118140540007516,"Traceback (most recent call last):
  File ""/tmp/tmp0erqw0vs/candidate.py"", line 31, in <module>
    check(order_by_points)
          ^^^^^^^^^^^^^^^
NameError: name 'order_by_points' is not defined. Did you mean: 'order_by_digits'?","def order_by_digits(nums):
    return sorted(nums, key=lambda x: (sum(int(digit) for digit in str(abs(x))), nums.index(x)))"
113,HumanEval/145,12,=lambda, =,0.010767619125545025,0.9975075062830001,0.6842105263157895,0,1,0,0,0,1.4855269839999892,"Traceback (most recent call last):
  File ""/tmp/tmp_fy7m6ea/candidate.py"", line 31, in <module>
    check(order_by_points)
  File ""/tmp/tmp_fy7m6ea/candidate.py"", line 19, in check
    assert candidate([1, 11, -1, -11, -12]) == [-1, -11, 1, -12, 11]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","def order_by_points(nums):
    return sorted(nums, key = lambda x: (sum(int(digit) for digit in str(abs(x))), nums.index(x)))"
114,HumanEval/145,10,",", key,0.0005919159157201648,0.9999236013009067,0.5087719298245614,0,0,0,0,1,1.4950878050003666,SyntaxError: invalid syntax. Perhaps you forgot a comma? at line 2,"def order_by_points(nums):
    return sorted(nums key=lambda x: (sum(int(digit) for digit in str(abs(x))), nums.index(x)))"
115,HumanEval/154,7,(a,(s,0.005218701437115669,0.9989908784045838,0.5964912280701754,0,0,0,0,1,2.1273916419995658,"Traceback (most recent call last):
  File ""/tmp/tmpyt0910mw/candidate.py"", line 32, in <module>
    check(cycpattern_check)
  File ""/tmp/tmpyt0910mw/candidate.py"", line 26, in check
    assert  candidate(""efef"",""fee"") == True , ""test #3""
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError: test #3","```python
def cycpattern_check(s1, s2):
    return any(s2 in s1[i:] + s1[:i] for i in range(len(s2)))
```"
